DATA_MONTH	ITEM_ID	ITEM_NAME	BRAND_ID	BRAND_NAME	ITEM_PRICE	ITEM_SALES_VOLUME	ITEM_SALES_AMOUNT	CATE_NAME_LV1	CATE_NAME_LV2	CATE_NAME_LV3	CATE_NAME_LV4	CATE_NAME_LV5	ITEM_FAV_NUM	TOTAL_EVAL_NUM	ITEM_STOCK	ITEM_DELIVERY_PLACE	ITEM_PROD_PLACE	ITEM_PARAM	USER_ID	SHOP_NAME
202301	639335863014	夏凉被空调被儿童被芯夏季被幼儿园午睡小被子可机洗夏天薄款夏被	22091296	迪缦	48	239	11472	家居建材	床上用品	被子	化纤被						中国大陆	品牌: 迪缦；功能: 凉感；产地: 中国大陆；省份: 江苏省；地市: 南通市；尺寸: 100x150cm可机洗-裸睡水洗棉 150x200cm可机洗-裸睡水洗棉 180x200cm可机洗-裸睡水洗棉 200X230cm可机洗-裸睡水洗棉；颜色分类: 抱抱熊 害羞熊 小熊日记 泰迪熊 森林派对 软萌女孩 恐龙时代 檬趣 淘淘兔 小樱桃 小鲸鱼 粉粉兔 爱恋 牛奶盒 牛油果绿 雏菊恋蓝 圣诞鹿 雏菊恋黄 草莓朵朵 元气满满 繁花 秘密花园 鲜橙多 向日葵；产品等级: 合格品；货号: DIMANxb31；制造工艺: 绗缝；被套织造工艺: 其他；适用季节: 空调被/夏凉被；上市年份季节: 2021年春季；功能: 凉感；填充纤维种类: 聚酯纤维（中空）；被套面料: 其他	2178665654	迪缦旗舰店
202301	639356658255	冰丝阔腿裤女夏2021春薄款高腰垂坠感直筒女裤宽松拖地女休闲裤子	1410094076	梦慕姿	58	1	58	服装鞋包	女装/女士精品	裤子	休闲裤							品牌: 梦慕姿；尺寸: S M L XL 2XL 3XL 4XL；女裤腰高: 高腰；颜色分类: 粉色 黑色 绿色；货号: MMZ918ZMS；年份季节: 2021年夏季；厚薄: 薄款；裤长: 长裤；女裤裤型: 阔腿裤；销售渠道类型: 纯电商(只在线上销售)；材质成分: 其他100%	3021569587	梦慕姿旗舰店
202301	639374325285	TATA YATOU他她丫头女鞋2021夏季新款小皮鞋粗跟方头乐福鞋真皮鞋	1863514680	梵奇度	288	4	1152	服装鞋包	女鞋	低帮鞋								品牌: 梵奇度；闭合方式: 套脚；尺码: 35 36 37 38 39；图案: 纯色；风格: 韩版；鞋头款式: 方头；后跟高: 低跟(1-3cm)；颜色分类: 沫小&mx1125哑光 沫小&mx1125漆皮 尖货云仓&JH02853 黑色珍珠版 尖货云仓&JH02853 黑色水晶版 尖货云仓&JH02852 黑色 尖货云仓&JH02852 米白色 青青家&JZ-770A 白色 青青家&JZ-770A 杏色 青青家&JZ-770A 银色；货号: S21D6565D；上市年份季节: 2021年春季；鞋头款式: 方头；适用场景: 休闲；跟底款式: 平跟；鞋底材质: TPR(牛筋）；内里材质: 无内里；适用对象: 青年（18-40周岁）；开口深度: 浅口；皮质特征: 修面；鞋制作工艺: 胶粘鞋；鞋垫材质: 超纤皮；款式: 单鞋；帮面材质: 头层牛皮；销售渠道类型: 纯电商(只在线上销售)	3429663399	梵奇度旗舰店
202301	639539515760	寂静的微世界 冉浩 著 病毒和免疫学者胡毅推荐 科普读物 微生物 文津奖得主 蚂蚁之美动物王朝作者 流行病 中信出版社 正版	17502779	中信出版	38.35	21	805.35	文化玩乐	书籍/杂志/报纸	自然科学	科普读物	科普读物其它						产品名称：寂静的微世界 人类、动物与...；品牌: 中信出版；ISBN编号: 9787521724363；书名: 寂静的微世界 人类、动物与流行病的那些事；作者: 冉浩；定价: 59.00元；书名: 寂静的微世界 人类、动物与流行病的那些事；是否是套装: 否；出版社名称: 中信出版集团；出版时间: 2021-01	832978172	中信出版社官方旗舰店
202301	639550098862	强力幸运丸 力丸同款帆布包包斜跨小包日系女学生小众ins风韩风	2518695615	佩迪拉	29.8	3	89.4	服装鞋包	箱包皮具/热销女包/男包	女士包袋								品牌: 佩迪拉；质地: 帆布；闭合方式: 拉链；风格: 日韩；形状: 横款方形；成色: 全新；流行元素: 印花；颜色分类: 白色 黄色 黑色；内部结构: 拉链暗袋；有无夹层: 无；上市时间: 2021年春季；是否可折叠: 否；货号: pzhx022；背包方式: 单肩斜挎手提；适用场景: 休闲；肩带样式: 单根；适用对象: 青年；提拎部件类型: 软把；箱包外袋种类: 敞口袋；箱包硬度: 软；款式: 单肩包；大小: 中；流行款式名称: 托特包；是否可水洗: 是	4204363195	佩迪拉旗舰店
202301	639620007010	纯棉牛仔衬衫女中长款2021年春装新款宽松妈妈格子拼接女士衬衣潮	1548727424	YAERUFAR/原悦	179	1	179	服装鞋包	女装/女士精品	衬衫								品牌: YAERUFAR/原悦；适用年龄: 40-49周岁；尺码: M L XL；面料: 棉麻；图案: 纯色；风格: 通勤；通勤: 简约；领型: POLO领；衣门襟: 单排多扣；颜色分类: 兰色；袖型: 常规；货号: CY6910；年份季节: 2021年春季；袖长: 长袖；衣长: 常规款；服装版型: 直筒；服装款式细节: 纽扣；销售渠道类型: 纯电商(只在线上销售)；材质成分: 棉100%	3020823221	原悦旗舰店
202301	639749075667	黑色方领锁骨冰丝针织衫女2021夏季新款修身设计感短款t恤上衣潮	1955112449	黛萱缇	128	10	1280	服装鞋包	女装/女士精品	毛针织衫								品牌: 黛萱缇；适用年龄: 25-29周岁；尺码: S M L XL；图案: 纯色；风格: 通勤；通勤: 韩版；领子: 方领；衣门襟: 套头；颜色分类: 白色 黄色 红色 紫色 绿色 黑色；袖型: 泡泡袖；组合形式: 单件；货号: DXT0656；上市年份/季节: 2021年夏季；袖长: 短袖；款式: 套头；厚薄: 薄款；衣长: 短款；服装版型: 修身；销售渠道类型: 纯电商(只在线上销售)；材质成分: 其他100%	3891973927	黛萱缇旗舰店
202301	639749309363	大众头枕探岳腰靠帕萨特探歌迈腾途安朗逸CC速腾途观车用抱枕护颈	1744561233	陆路行	95	64	6080	汽配摩托	汽车/用品/配件/改装	汽车用品/内饰品	头枕							品牌: 陆路行；型号: 大众头枕腰靠；表层材质: 人造革；人造皮革种类: 再生皮革；颜色分类: 大众酷炫黑 - 头枕一个 大众摩卡色 - 头枕一个 大众马鞍棕 - 头枕一个 大众酒红色 - 头枕一个 大众米奇色 - 头枕一个 大众酷炫黑 - 头枕一对 大众摩卡色 - 头枕一对 大众马鞍棕 - 头枕一对 大众酒红色 - 头枕一对 大众米奇色 - 头枕一对 大众酷炫黑 - 腰枕一个 大众摩卡色 - 腰枕一个 大众马鞍棕 - 腰枕一个 大众酒红色 - 腰枕一个 大众米奇色 - 腰枕一个 大众酷炫黑- 头腰一套 大众摩卡色- 头腰一套 大众马鞍棕- 头腰一套 大众酒红色- 头腰一套 大众米奇色- 头腰一套 大众马鞍棕 -抱枕一个 大众酒红色-抱枕一个 大众酷炫黑 -抱枕一个 大众潮流橙-抱枕一个；填充物: 合成纤维；合成纤维品种: 记忆棉；适用季节: 四季	2208859916962	毅达通车品专营店
202301	639812162934	韩国进口NoBrand清淡瘦肉金枪鱼90gx4细丝碎条散装零食即食小袋装	2879937184	No Brand	75.9	191	14496.9	百货食品	零食/坚果/特产	鱿鱼丝/鱼干/海味即食	即食鱼零食						韩国	厂名：上海易买得贸易有限公司；厂址：上海市徐汇区虹漕路25-1号二层51室；厂家联系方式：021-64858380；保质期：720 天；品牌: No Brand（运动户外）；系列: 金枪鱼；口味: 清淡瘦肉金枪鱼90gx4；产地: 韩国；商品条形码: 8801075014426；包装方式: 盒装；水产类品种: 金枪鱼；鱼制品种类: 鱼丝；净含量: 90g	2210902691792	nobrand旗舰店
202301	639851197605	法式复古小吊带背心女内搭设计感小众辣妹外穿ins潮小心机上衣夏	104789361	纤薇娅	39.8	104	4139.2	服装鞋包	女装/女士精品	背心吊带								品牌: 纤薇娅；适用年龄: 18-24周岁；尺码: S M L；图案: 纯色；风格: 通勤；颜色分类: 白色 黑色；组合形式: 单件；货号: 5552；年份季节: 2021年夏季；衣长: 短款；服装版型: 修身；款式: 吊带；销售渠道类型: 纯电商(只在线上销售)；材质成分: 聚酯纤维100%	1047125087	纤薇娅旗舰店
202301	639875025711	睡衣女冰丝女士薄款2021年新款网红i可外穿大码睡裙家居服春夏季	1144172659	紫艾莎	68	2	136	服装鞋包	女士内衣/男士内衣/家居服	睡裙								品牌: 紫艾莎；面料主材质: 聚酯纤维（涤纶）；尺码: 均码；面料俗称: 其他；图案: 纯色；家居服风格: 简约；领型: 小翻领；颜色分类: 白色口红 黄色蝴蝶 黑色笑脸 红色笑脸 白底带眼镜女孩 灰底戴眼镜女孩 性感嘴唇 粉色爱心；主面料克重: 320g；上市时间: 2021年春季；款号: SDF 885D；适用季节: 夏季；袖长: 短袖；裙长: 中裙；适用场景: 睡衣；服装款式细节: 印花；适用对象: 青年；销售渠道类型: 纯电商(只在线上销售)；面料材质成分: 聚酯纤维95% 聚氨酯弹性纤维(氨纶)5%	3994014368	紫艾莎旗舰店
202301	615729450666	维界男鞋个性潮流百搭休闲鞋一脚蹬男透气厚底鞋男生时尚运动鞋潮	142378997	维界	129	2	258	服装鞋包	流行男鞋	低帮鞋	时尚休闲鞋		16	1	38	广东佛山		品牌:维界；闭合方式:系带；尺码:38 43 40 41 39 42；风格:中式；鞋跟高:低跟；颜色分类:黑灰 绿黑色；货号:DB002_2Ppyo；低帮鞋品名:乐福鞋；上市年份季节:2020年夏季；鞋头款式:圆头；鞋底材质:橡胶发泡；鞋面内里材质:头层猪皮；适用对象:青年；鞋面材质:二层猪皮；鞋垫材质:头层猪皮；款式:户外休闲鞋	1669550368	维界旗舰店
202301	615913704014	夹豆沙馅奶豆腐牧民手工奶制品内蒙古锡盟特产即食干吃奶酪块零食	4626894811	锡林湖	39	5	195	百货食品	零食/坚果/特产	奶酪/乳制品/	奶酪		56	11	9858	内蒙古锡林郭勒	中国大陆	生产日期:2020年04月13日 至 2020年04月17日；品牌:锡林湖；系列:豆沙奶豆腐；形状:奶砖；口味:豆沙馅奶豆腐；产地:中国大陆；省份:内蒙古自治区；城市:锡林郭勒盟；包装方式:包装；奶制品种类:牛奶奶酪；净含量:500g；生产许可证编号:SC13115250200757；厂名:锡林浩特市牧乡源奶食品有限公司；厂址:锡林浩特市南郊中小企业园区；厂家联系方式:SC13115250200757；储藏方法:冷冻；保质期:60	2203029288877	锡林湖旗舰店
202301	616031137308	金刚侠眼膜淡化黑眼圈细纹紧致抗初老补水保湿学生熬夜旗舰店正品	133441953	SAMANLI/莎曼莉	59.9	3	179.7	美妆饰品	美容护肤/美体/精油	眼部护理（新）	眼膜		26	20	2919	广东广州	中国	品牌:SAMANLI/莎曼莉；眼部护理单品:黄金肌肽蜂窝抚纹眼膜；产地:中国；批准文号:粤G妆网备字2019279992；适合肤质:任何肤质；功效:修护 去黑眼圈 去眼袋 舒缓眼肌 紧致眼部肌肤；化妆品净含量:5片；规格类型:正常规格；是否为特殊用途化妆品:否；限期使用日期范围:2023-03-08至2023-03-28；化妆品保质期:36个月	3999740668	莎曼莉韩卓专卖店
202301	616069223383	新中式8d浮雕蝴蝶花电视背景墙家用5d壁纸壁画客厅无纺布影视墙布	4776274290	恒景（家装主材）	26	7	182	家居建材	家装主材	墙纸	无纺布墙纸						中国	品牌: 恒景（家装主材）；型号: B20050320；材质: 定做；风格: 简约现代；产地: 中国；颜色分类: 壁画专用糯米胶/盒 无缝:加厚无纺布/平方米 背胶磨砂纹（拼接墙纸） 无缝:进口环保油画布（推荐） 无缝:亮面真丝布/平方米 无缝:蚕丝丝绸布/平方米 无缝:5D凹凸立体工艺/平方米 无缝:8D凹凸水晶布/平方米 无缝:18D凹凸浮雕（新工艺)；有无图案: 有图案；面层工艺: 印花；同城服务: 同城物流送货上门；计价单位: 平方米；墙纸规格: 定做；计价单位: 1卷；辅材套餐: 仅墙纸	2204786366060	恒景墙纸旗舰店
202301	616197823772	康师傅方便面干拌面香辣牛肉面127g*12碗整箱装泡面速食面即食面	119062	康师傅	60	1154	69240	百货食品	粮油米面/南北干货/调味品	方便速食	方便面/粉丝/米线								725677994	天猫超市
202301	616374763511	RNW护发精油摩洛哥免洗护发润发留香修护干枯毛发柔顺毛躁85ml	5477424337	RNW/如薇	64	1030	65920	百货食品	洗护清洁剂/卫生巾/纸/香薰	头发清洁/护理/造型	发膜/护发产品								725677994	天猫超市
202301	616394558076	HEGII恒洁高效排水防臭地漏 HMD1E007	3370222	Hegii/恒洁	199	9	1791	家居建材	家装主材	卫浴用品	地漏		0	0	5	辽宁盘锦	中国大陆	品牌:Hegii/恒洁；型号:HMD1E007；材质:不锈钢；外形:方形；产地:中国大陆；省份:广东省；地市:佛山市；尺寸:其他/other；表面工艺:镀铬亮面；地漏下水方式:防臭式；地漏类型:普通地漏	1627473180	居然之家官方旗舰店
202301	616732268355	优选串黄柿子250g/份	4062495	大润发	7.46	29	216.34	百货食品	水产肉类/新鲜蔬果/熟食	新鲜水果	其它								725677994	天猫超市
202301	616997978295	实木生态板壁挂电视柜窄现代简约简易吊柜挂墙悬挂迷你客厅小户型	7521617408	追树（住宅家具）	249	67	16683	家居建材	住宅家具	柜类	电视柜		254	19	17588	山东菏泽	山东省	品牌:追树（住宅家具）；型号:x003；材质:木；木质材质:杉木；图案:其他；风格:简约现代；安装方式:整装；颜色分类:原木色白门1.2米电视柜 原木色白门1.5米电视柜 原木色白门1.7米电视柜 灰色白门1.2米电视柜 灰色白门1.5米电视柜 灰色白门1.7米电视柜 纯白1.2米电视柜 纯白1.5米电视柜 纯白1.7米电视柜；毛重:12；饰面材质:木；油漆工艺:免漆；高度:600mm及以下；是否可定制:否；是否带滚轮:否；附加功能:悬挂；长度:1.5m及以下；适用对象:成人；家具结构:框架结构；产地:山东省；地市:菏泽市；区县:牡丹区；是否组装:整装；包装体积:0.12；是否可预售:否；出租车是否可运输:是；设计元素:其他 大师设计 异形 拼接；款式定位:经济型；安装说明详情:提供安装说明书 提供安装说明视频 提供简单安装工具	2207915638679	追树旗舰店
202301	617310060806	字母印花短袖工装衬衫男休闲百搭韩版半袖潮流薄学生帅气男士衬衣	125308368	良布	37	17	629	服装鞋包	男装	衬衫			66	9	7416	广东佛山		品牌:良布；尺码:M L XL 2XL 3XL；领型:立领；颜色:白色 黑色 黄色 灰色 军绿；货号:ZY570 1；基础风格:青春流行；上市年份季节:2020年夏季；袖长:短袖；厚薄:常规；适用场景:其他休闲；版型:宽松；材质成分:聚酯纤维65.4% 棉34.6%	3500470173	良布服饰旗舰店
202301	617357923695	适用中国电信ZTE中兴遥控器ZXV10 B860AV1.1/1.2/2.2-T2中国联通网络电视机顶盒通用	15091109	天天用	10	2	20	手机数码	3C数码配件	家电影音周边配件	遥控设备		2	4	9967	江苏扬州		品牌:天天用；生产企业:天长市铭富莱电子贸易有限公司；适用对象:电视机	3079354541	天天用旗舰店
202301	617628899454	正泰家装开关插座大面板金色五孔插座带开关面板家用全屋套餐套装	41281	CHNT/正泰	8.9	1	8.9	家居建材	电子/电工	插座	电源插座		74	16	851405	浙江温州		品牌:CHNT/正泰；型号:新弧面-金色；颜色分类:正五孔插座 斜五孔插座 双USB五孔插座 七孔插座 三孔16A(空调专用) 三孔16A带开关 一开单控 一开双控 一开多控 二开单控 二开双控 二开多控 三开单控 三开双控 四开单控 四开双控 一开单控五孔 一开双控五孔 电视 电话 电脑 电视电脑 电话电脑 空白面板 二位联体框架 三位联体框架 四位联体框架 五位联体框架 ★四色可选★清单狠便宜；插座类型:86型；同城服务:同城物流送货上门；额定电流:10A；颜色:香槟金；插孔类型:二三插；质保年限:11年(含)-15年(含)	3462999759	正泰昱旻昊专卖店
202301	617736004126	ESTEEM/宜庭凝胶呼吸凉感坐垫车载家用	613774084	ESTEEM/宜庭	532	17	9044	家居建材	居家布艺	坐垫/椅垫/沙发垫	美臀垫/保健坐垫							品牌: ESTEEM/宜庭；尺寸: 41*40*3.5cm；颜色分类: 绿色一只；货号: 158926190377422；上市年份季节: 2020年春季	2108207244	esteem宜庭旗舰店
202301	617772810789	润本驱蚊手环手表防蚊扣款马卡龙手环可佩戴式手腕驱蚊虫手表3支	49339694	润本	80	335	26800	母婴用品	尿片/洗护/喂哺/推车床	驱蚊退烧用品	驱蚊手带								725677994	天猫超市
202301	617928615285	五行经络刷可暖美容院专用按摩刷刮痧仪器家用按摩小腿背筋络	671968979	太位	15.46	6	92.76	家用电器	个人护理/保健/按摩器材	按摩器材	其它按摩器材		10	2	1881	广东广州		品牌:太位；型号:157469253364249；颜色分类:经络刷单个装 经络刷两个装 经络刷四个装 经络刷10个装 量大联系客服；生产企业:*；保修期:12个月	2207522017618	太位个人护理旗舰店
